Start date,Start time,End time,Subject
21/05/2021,9:10 AM,10:20 AM,12 CS HL/SL
21/05/2021,11:45 AM,12:55 PM,11 CS
24/05/2021,7:55 AM,9:05 AM,Planning
24/05/2021,11:45 AM,12:55 PM,13 CS HL/SL
24/05/2021,1:50 PM,3:00 PM,12 CS HL/SL
25/05/2021,11:45 AM,12:55 PM,12 CS HL/SL
25/05/2021,1:50 PM,3:00 PM,11 CS
26/05/2021,7:55 AM,9:05 AM,12 CS HL/SL
26/05/2021,9:10 AM,10:20 AM,12 CS HL
26/05/2021,1:50 PM,3:00 PM,13 CS HL/SL
27/05/2021,7:55 AM,9:05 AM,11 CS
27/05/2021,1:50 PM,3:00 PM,12 CS HL/SL
28/05/2021,7:55 AM,9:05 AM,13 CS HL/SL
28/05/2021,9:10 AM,10:20 AM,12 CS HL/SL
28/05/2021,11:45 AM,12:55 PM,12 CS HL
28/05/2021,1:50 PM,3:00 PM,Planning
31/05/2021,7:55 AM,9:05 AM,12 CS HL/SL
31/05/2021,9:10 AM,10:20 AM,11 CS
31/05/2021,11:45 AM,12:55 PM,12 CS HL
1/06/2021,9:10 AM,10:20 AM,13 CS HL/SL
1/06/2021,11:45 AM,12:55 PM,12 CS HL/SL
2/06/2021,9:10 AM,10:20 AM,12 CS HL/SL
2/06/2021,11:45 AM,12:55 PM,11 CS
3/06/2021,7:55 AM,9:05 AM,Planning
3/06/2021,11:45 AM,12:55 PM,13 CS HL/SL
3/06/2021,1:50 PM,3:00 PM,12 CS HL/SL
4/06/2021,11:45 AM,12:55 PM,12 CS HL/SL
4/06/2021,1:50 PM,3:00 PM,11 CS
7/06/2021,7:55 AM,9:05 AM,12 CS HL/SL
7/06/2021,9:10 AM,10:20 AM,12 CS HL
7/06/2021,1:50 PM,3:00 PM,13 CS HL/SL
8/06/2021,7:55 AM,9:05 AM,11 CS
8/06/2021,1:50 PM,3:00 PM,12 CS HL/SL
9/06/2021,7:55 AM,9:05 AM,13 CS HL/SL
9/06/2021,9:10 AM,10:20 AM,12 CS HL/SL
9/06/2021,11:45 AM,12:55 PM,12 CS HL
9/06/2021,1:50 PM,3:00 PM,Planning
10/06/2021,7:55 AM,9:05 AM,12 CS HL/SL
10/06/2021,9:10 AM,10:20 AM,11 CS
10/06/2021,11:45 AM,12:55 PM,12 CS HL
11/06/2021,9:10 AM,10:20 AM,13 CS HL/SL
11/06/2021,11:45 AM,12:55 PM,12 CS HL/SL
14/06/2021,9:10 AM,10:20 AM,12 CS HL/SL
14/06/2021,11:45 AM,12:55 PM,11 CS
15/06/2021,7:55 AM,9:05 AM,Planning
15/06/2021,11:45 AM,12:55 PM,13 CS HL/SL
15/06/2021,1:50 PM,3:00 PM,12 CS HL/SL
16/06/2021,11:45 AM,12:55 PM,12 CS HL/SL
16/06/2021,1:50 PM,3:00 PM,11 CS
17/06/2021,7:55 AM,9:05 AM,12 CS HL/SL
17/06/2021,9:10 AM,10:20 AM,12 CS HL
17/06/2021,1:50 PM,3:00 PM,13 CS HL/SL
18/06/2021,7:55 AM,9:05 AM,11 CS
18/06/2021,1:50 PM,3:00 PM,12 CS HL/SL
21/06/2021,7:55 AM,9:05 AM,13 CS HL/SL
21/06/2021,9:10 AM,10:20 AM,12 CS HL/SL
21/06/2021,11:45 AM,12:55 PM,12 CS HL
21/06/2021,1:50 PM,3:00 PM,Planning
22/06/2021,7:55 AM,9:05 AM,12 CS HL/SL
22/06/2021,9:10 AM,10:20 AM,11 CS
22/06/2021,11:45 AM,12:55 PM,12 CS HL
23/06/2021,9:10 AM,10:20 AM,13 CS HL/SL
23/06/2021,11:45 AM,12:55 PM,12 CS HL/SL
24/06/2021,9:10 AM,10:20 AM,12 CS HL/SL
24/06/2021,11:45 AM,12:55 PM,11 CS
25/06/2021,7:55 AM,9:05 AM,Planning
25/06/2021,11:45 AM,12:55 PM,13 CS HL/SL
25/06/2021,1:50 PM,3:00 PM,12 CS HL/SL
28/06/2021,11:45 AM,12:55 PM,12 CS HL/SL
28/06/2021,1:50 PM,3:00 PM,11 CS
29/06/2021,7:55 AM,9:05 AM,12 CS HL/SL
29/06/2021,9:10 AM,10:20 AM,12 CS HL
29/06/2021,1:50 PM,3:00 PM,13 CS HL/SL
30/06/2021,7:55 AM,9:05 AM,11 CS
30/06/2021,1:50 PM,3:00 PM,12 CS HL/SL
